address,full_address,Latitude,Longitude
312 ANG MO KIO AVE 3 SINGAPORE,"Ang Mo Kio Avenue 3, Ang Mo Kio, Singapore, Central, 560564, Singapore",1.3694176,103.8604291
111 ANG MO KIO AVE 4 SINGAPORE,"Ang Mo Kio Avenue 4, Lentor, Ang Mo Kio, Singapore, Central, 560622, Singapore",1.3822264,103.838766
431 ANG MO KIO AVE 10 SINGAPORE,"431, Ang Mo Kio Avenue 10, Ang Mo Kio, Singapore, Central, 560431, Singapore",1.3682329,103.85297707051672
539 ANG MO KIO AVE 10 SINGAPORE,"539, Ang Mo Kio Avenue 10, Cheng San View, Ang Mo Kio, Singapore, Central, 560539, Singapore",1.37538595,103.85426015305119
725 ANG MO KIO AVE 6 SINGAPORE,"725, Ang Mo Kio Avenue 6, Ang Mo Kio, Singapore, Central, 560725, Singapore",1.37279855,103.84690673986313
501 ANG MO KIO AVE 5 SINGAPORE,"501, Ang Mo Kio Avenue 5, Cheng San Crest, Ang Mo Kio, Singapore, Central, 560501, Singapore",1.3760064,103.84886370424661
642 ANG MO KIO AVE 5 SINGAPORE,"Ang Mo Kio Avenue 5, Kebun Baru, Ang Mo Kio, Singapore, Central, 560180, Singapore",1.37703,103.8383289
648 ANG MO KIO AVE 5 SINGAPORE,"Ang Mo Kio Avenue 5, Kebun Baru, Ang Mo Kio, Singapore, Central, 560180, Singapore",1.37703,103.8383289
171 ANG MO KIO AVE 4 SINGAPORE,"Ang Mo Kio Avenue 4, Lentor, Ang Mo Kio, Singapore, Central, 560622, Singapore",1.3822264,103.838766
4 BEDOK STH AVE 1 SINGAPORE,"4, Bedok South Avenue 1, Bedok, Singapore, Southeast, 460004, Singapore",1.3224323,103.93331630890668
3 BEDOK STH AVE 1 SINGAPORE,"3, Bedok South Avenue 1, Bedok, Singapore, Southeast, 460003, Singapore",1.321912,103.93319832327938
19 CHAI CHEE RD SINGAPORE,"19, Chai Chee Road, Ping-An Gardens, Bedok, Singapore, Southeast, 461019, Singapore",1.3272561,103.92220443627329
36 CHAI CHEE AVE SINGAPORE,"Chai Chee Avenue, Chai Chee, Bedok, Southeast, 461029, Singapore",1.3253011,103.9232041
32 CHAI CHEE AVE SINGAPORE,"Chai Chee Avenue, Chai Chee, Bedok, Southeast, 461029, Singapore",1.3253011,103.9232041
40 CHAI CHEE AVE SINGAPORE,"Chai Chee Avenue, Chai Chee, Bedok, Southeast, 461029, Singapore",1.3253011,103.9232041
70 BEDOK STH RD SINGAPORE,"70, Bedok South Road, Bedok, Singapore, Southeast, 460070, Singapore",1.31996045,103.94281609841187
40 BEDOK STH RD SINGAPORE,"40, Bedok South Road, Bedok, Singapore, Southeast, 460040, Singapore",1.3209675,103.93979072485872
42 CHAI CHEE ST SINGAPORE,"42, Chai Chee Street, Chai Chee, Bedok, Singapore, Southeast, 461042, Singapore",1.32792105,103.92576412895514
608 BEDOK RESERVOIR RD SINGAPORE,"608, Bedok Reservoir Road, Bedok, Singapore, Northeast, 470608, Singapore",1.3318556,103.91316275046205
105 BEDOK RESERVOIR RD SINGAPORE,"105, Bedok Reservoir Road, Eunos Vista, Bedok, Singapore, Northeast, 470105, Singapore",1.32922715,103.9090129815935
37 BEDOK STH AVE 2 SINGAPORE,"37, Bedok South Avenue 2, Bedok, Singapore, Southeast, 460037, Singapore",1.32189705,103.93983038506616
159 BEDOK STH AVE 3 SINGAPORE,"159, Bedok South Avenue 3, Siglap East, Bedok, Singapore, Southeast, 460159, Singapore",1.3190212,103.94556927893726
169 BEDOK STH AVE 3 SINGAPORE,"169, Bedok South Avenue 3, Siglap East, Bedok, Singapore, Southeast, 460169, Singapore",1.3203755,103.94509644054902
626 BEDOK RESERVOIR RD SINGAPORE,"626, Bedok Reservoir Road, Bedok, Singapore, Northeast, 470626, Singapore",1.33437925,103.91564349472198
709 BEDOK RESERVOIR RD SINGAPORE,"709, Bedok Reservoir Road, Bedok, Singapore, Northeast, 470709, Singapore",1.3355375,103.92216215797038
157 BEDOK STH AVE 3 SINGAPORE,"157, Bedok South Avenue 3, Siglap East, Bedok, Singapore, Southeast, 460157, Singapore",1.3187212000000001,103.94572304799308
612 BEDOK RESERVOIR RD SINGAPORE,"612, Bedok Reservoir Road, Bedok, Singapore, Northeast, 470612, Singapore",1.33159555,103.91577151384567
51 CHAI CHEE ST SINGAPORE,"51, Chai Chee Street, Chai Chee Gardens, Bedok, Singapore, Southeast, 460051, Singapore",1.3287813499999999,103.92212562517565
607 BEDOK RESERVOIR RD SINGAPORE,"607, Bedok Reservoir Road, Bedok, Singapore, Northeast, 470607, Singapore",1.331057,103.91279297417145
621 BEDOK RESERVOIR RD SINGAPORE,"621, Bedok Reservoir Road, Bedok, Singapore, Northeast, 470621, Singapore",1.33454915,103.91684376546982
723 BEDOK RESERVOIR RD SINGAPORE,"723, Bedok Reservoir Road, Reservoir View, Bedok, Singapore, Northeast, 470723, Singapore",1.336865,103.92931427809168
21 BEDOK STH RD SINGAPORE,"21, Bedok South Road, Bedok, Singapore, Southeast, 460021, Singapore",1.3201250500000001,103.93315476822492
67 BEDOK STH AVE 3 SINGAPORE,"67, Bedok South Avenue 3, Bedok, Singapore, Southeast, 460067, Singapore",1.3189737,103.94405685
32 BEDOK STH AVE 2 SINGAPORE,"32, Bedok South Avenue 2, Bedok, Singapore, Southeast, 460032, Singapore",1.32262995,103.93784152697935
719 BEDOK RESERVOIR RD SINGAPORE,"719, Bedok Reservoir Road, Bedok, Singapore, Northeast, 470719, Singapore",1.3364342,103.9249360007739
305 SHUNFU RD SINGAPORE,"305, Shunfu Road, Bishan, Singapore, Central, 570305, Singapore",1.3501086500000001,103.8387620077135
307 SHUNFU RD SINGAPORE,"307, Shunfu Road, Bishan, Singapore, Central, 570307, Singapore",1.3505072,103.83873870301147
312 SHUNFU RD SINGAPORE,"312, Shunfu Road, Bishan, Singapore, Central, 570312, Singapore",1.3512243499999999,103.83863354799993
31 TAMAN HO SWEE SINGAPORE,"Taman Ho Swee, Bukit Ho Swee View, Bukit Merah, Singapore, Central, 169565, Singapore",1.2877073,103.8307357
105 DEPOT RD SINGAPORE,"105, Depot Road, Bukit Merah, Singapore, Southwest, 109754, Singapore",1.2809009,103.81238571546965
43 TELOK BLANGAH RISE SINGAPORE,"43, Telok Blangah Rise, Radin Mas, Bukit Merah, Singapore, Central, 090112, Singapore",1.2703688,103.82322780303257
65 TELOK BLANGAH DR SINGAPORE,"65, Telok Blangah Drive, Blangah View, Bukit Merah, Singapore, Southwest, 100065, Singapore",1.2740669,103.81045590746973
6 EVERTON PK SINGAPORE,"Everton Park, 6A, Everton Road, Bukit Merah, Singapore, Central, 081008, Singapore",1.27620015,103.8389516
1 REDHILL CL SINGAPORE,"1, Redhill Close, Bukit Merah, Singapore, Central, 151001, Singapore",1.28424745,103.8178214970175
12 TAMAN HO SWEE SINGAPORE,"Taman Ho Swee, Bukit Ho Swee View, Bukit Merah, Singapore, Central, 169565, Singapore",1.2877073,103.8307357
106 HENDERSON CRES SINGAPORE,"Ascensia Academy, 106A, Henderson Crescent, Hendersonville, Bukit Merah, Singapore, Central, 151106, Singapore",1.2889377999999998,103.82239592772689
68 TELOK BLANGAH HTS SINGAPORE,"Telok Blangah Heights, Alexandra, Southwest, 100085, Singapore",1.277854,103.8086075
87 ZION RD SINGAPORE,"Blk 87, 87, Zion Road, Bukit Merah, Singapore, Central, 169637, Singapore",1.2906522,103.83260762411332
47 LENGKOK BAHRU SINGAPORE,"47, Lengkok Bahru, Bukit Merah, Singapore, Central, 151047, Singapore",1.2871081,103.81186359093377
104 SPOTTISWOODE PK RD SINGAPORE,"Spottiswoode Park Estate, 104, Spottiswoode Park Road, Spottiswoode Park Estate, Bukit Merah, Singapore, Central, 088660, Singapore",1.2744043,103.83488797533494
25 TELOK BLANGAH CRES SINGAPORE,"25, Telok Blangah Crescent, Mount Faber View, Bukit Merah, Singapore, Central, 098915, Singapore",1.2764034,103.81916290050845
3 QUEEN'S RD SINGAPORE,"Block 3, Queen's Road, Bukit Timah, Northwest, 268097, Singapore",1.3181603000000002,103.80773855000001
32 NEW MKT RD SINGAPORE,"Swanston, 32, New Market Road, Chinatown, Outram, Singapore, Central, 050032, Singapore",1.2854613,103.8430302
30 KELANTAN RD SINGAPORE,"Kelantan Road, Little India, Rochor, Singapore, Central, 208828, Singapore",1.3056524,103.8562696
641 ROWELL RD SINGAPORE,"Rowell Road, Little India, Rochor, Singapore, Central, 200641, Singapore",1.3083577,103.8552222
6 TECK WHYE AVE SINGAPORE,"6, Teck Whye Avenue, Teck Whye Heights, Choa Chu Kang, Singapore, Southwest, 680006, Singapore",1.3816576500000002,103.75356092345962
2 TECK WHYE AVE SINGAPORE,"2, Teck Whye Avenue, Teck Whye Heights, Choa Chu Kang, Singapore, Southwest, 680002, Singapore",1.38207835,103.7514741109789
19 TECK WHYE LANE SINGAPORE,"19, Teck Whye Lane, Teck Whye Heights, Choa Chu Kang, Singapore, Southwest, 680019, Singapore",1.37928375,103.75286444789847
8 TECK WHYE AVE SINGAPORE,"Teck Whye Avenue, Teck Whye, Choa Chu Kang, Southwest, 688799, Singapore",1.3812038,103.7539275
14 TECK WHYE LANE SINGAPORE,"14, Teck Whye Lane, Teck Whye Heights, Choa Chu Kang, Singapore, Southwest, 680014, Singapore",1.3784542,103.75565597692308
611 CLEMENTI WEST ST 1 SINGAPORE,"611, Clementi West Street 1, Clementi, Singapore, Southwest, 120611, Singapore",1.3039684,103.76917055109604
510 WEST COAST DR SINGAPORE,"510, West Coast Drive, Clementi, Singapore, Southwest, 120510, Singapore",1.3107883,103.76082733258427
407 CLEMENTI AVE 1 SINGAPORE,"Clementi Avenue 1, Clementi, Southwest, 121420, Singapore",1.3101798,103.768436
362 CLEMENTI AVE 2 SINGAPORE,"362, Clementi Avenue 2, Clementi, Singapore, Southwest, 120362, Singapore",1.3126578,103.7699524625
409 CLEMENTI AVE 1 SINGAPORE,"Clementi Avenue 1, Clementi, Southwest, 121420, Singapore",1.3101798,103.768436
429 CLEMENTI AVE 3 SINGAPORE,"429, Clementi Avenue 3, Clementi, Singapore, Southwest, 120429, Singapore",1.3129076,103.762904641075
426 CLEMENTI AVE 3 SINGAPORE,"426, Clementi Avenue 3, Clementi, Singapore, Southwest, 120426, Singapore",1.31154005,103.7642679078363
330 CLEMENTI AVE 2 SINGAPORE,"330, Clementi Avenue 2, Clementi, Singapore, Southwest, 120330, Singapore",1.3136846,103.76780273019526
432 CLEMENTI AVE 3 SINGAPORE,"Phoon Huat, 432, Clementi Avenue 3, Clementi, Singapore, Southwest, 120432, Singapore",1.3140344,103.7625606
507 WEST COAST DR SINGAPORE,"507, West Coast Drive, Clementi, Singapore, Southwest, 120507, Singapore",1.31203655,103.76090470934093
403 CLEMENTI AVE 1 SINGAPORE,"Clementi Avenue 1, Clementi, Southwest, 121420, Singapore",1.3101798,103.768436
402 CLEMENTI AVE 1 SINGAPORE,"Clementi Avenue 1, Clementi, Southwest, 121420, Singapore",1.3101798,103.768436
345 CLEMENTI AVE 5 SINGAPORE,"U Stars Supermarket @ 345, 345, Clementi Avenue 5, Clementi, Singapore, Southwest, 120345, Singapore",1.3175955,103.7693303
518 WEST COAST RD SINGAPORE,"West Coast Pride, 518, West Coast Road, Clementi, Singapore, Southwest, 120518, Singapore",1.3081764,103.75909954336724
603 CLEMENTI WEST ST 1 SINGAPORE,"603, Clementi West Street 1, Clementi, Singapore, Southwest, 120603, Singapore",1.3046787,103.7675291
701 WEST COAST RD SINGAPORE,"701, West Coast Road, Clementi, Singapore, Southwest, 120701, Singapore",1.3075801999999999,103.76140250070162
449 CLEMENTI AVE 3 SINGAPORE,"DBS Clementi Branch, 449, Clementi Avenue 3, Clementi, Singapore, Southwest, 120449, Singapore",1.3136215,103.7647868
379 CLEMENTI AVE 5 SINGAPORE,"379, Clementi Avenue 5, Clementi, Singapore, Southwest, 120379, Singapore",1.3179888499999999,103.76788775226908
118 CLEMENTI ST 13 SINGAPORE,"Sunset Way Residence, 118, Clementi Street 13, Sunset Way Residence, Clementi, Singapore, Northwest, 120118, Singapore",1.3249297,103.77188709224941
359 CLEMENTI AVE 2 SINGAPORE,"359, Clementi Avenue 2, Clementi, Singapore, Southwest, 120359, Singapore",1.3134611999999999,103.7699194046831
333 CLEMENTI AVE 2 SINGAPORE,"333, Clementi Avenue 2, Clementi, Singapore, Southwest, 120333, Singapore",1.3151924,103.76751276979252
308 CLEMENTI AVE 4 SINGAPORE,"Clementi Meadows, 308, Clementi Avenue 4, Clementi, Singapore, Southwest, 120308, Singapore",1.32104295,103.76698282175752
302 CLEMENTI AVE 4 SINGAPORE,"Clementi Meadows, 302, Clementi Avenue 4, Clementi, Singapore, Southwest, 120302, Singapore",1.3217314,103.76496360785069
347 CLEMENTI AVE 5 SINGAPORE,"347, Clementi Avenue 5, Clementi, Singapore, Southwest, 120347, Singapore",1.3171872,103.77084443962963
709 CLEMENTI WEST ST 2 SINGAPORE,"709, Clementi West Street 2, Clementi, Singapore, Southwest, 120709, Singapore",1.30530035,103.76200843065601
716 CLEMENTI WEST ST 2 SINGAPORE,"Clementi West Street 2, Clementi, Southwest, 120713, Singapore",1.3045749,103.7623739
101 CLEMENTI ST 14 SINGAPORE,"Sunset Way Residence, 101, Clementi Street 14, Sunset Way Residence, Clementi, Singapore, Northwest, 120101, Singapore",1.3221645,103.76883490770695
342 CLEMENTI AVE 5 SINGAPORE,"342, Clementi Avenue 5, Clementi, Singapore, Southwest, 120342, Singapore",1.3183261499999999,103.7698987686174
340 CLEMENTI AVE 5 SINGAPORE,"340, Clementi Avenue 5, Clementi, Singapore, Southwest, 120340, Singapore",1.3187075,103.77011337552084
114 CLEMENTI ST 13 SINGAPORE,"Sunset Way Residence, 114, Clementi Street 13, Sunset Way Residence, Clementi, Singapore, Northwest, 120114, Singapore",1.32392005,103.77054803625042
206 CLEMENTI AVE 6 SINGAPORE,"Clementi Avenue 6, Clementi, Southwest, 121209, Singapore",1.3219967,103.7640848
109 ALJUNIED CRES SINGAPORE,"109, Aljunied Crescent, Geylang East Central, Geylang, Singapore, Southeast, 380109, Singapore",1.3193917499999999,103.88446331660396
83 MACPHERSON LANE SINGAPORE,"MacPherson Lane, Geylang, Southeast, 368230, Singapore",1.3324476,103.8853086
30 BALAM RD SINGAPORE,"30, Balam Road, Balam Gardens, Geylang, Singapore, Southeast, 370030, Singapore",1.3296381,103.88722630661765
54 SIMS DR SINGAPORE,"Sims Drive, Geylang, Southeast, 387385, Singapore",1.3185771,103.880759
91 PAYA LEBAR WAY SINGAPORE,"Paya Lebar Way, Geylang, Southeast, 381123, Singapore",1.3227281,103.8834832
62 SIMS DR SINGAPORE,"Sims Drive, Geylang, Southeast, 387385, Singapore",1.3185771,103.880759
69 CIRCUIT RD SINGAPORE,"69, Circuit Road, Geylang, Singapore, Southeast, 370069, Singapore",1.32502685,103.88746970623393
45 CIRCUIT RD SINGAPORE,"45, Circuit Road, Geylang, Singapore, Southeast, 370045, Singapore",1.32636925,103.8861788473796
32 BALAM RD SINGAPORE,"32, Balam Road, Balam Gardens, Geylang, Singapore, Southeast, 370032, Singapore",1.3294076,103.8870024
44 SIMS DR SINGAPORE,"44, Sims Drive, Geylang, Singapore, Southeast, 380044, Singapore",1.3163506,103.87734192340542
5 HAIG RD SINGAPORE,"5, Haig Road, Joo Chiat, Geylang, Singapore, Southeast, 430005, Singapore",1.31262065,103.89660746775887
10 EUNOS CRES SINGAPORE,"10, Eunos Crescent, Eunos, Geylang, Singapore, Southeast, 400010, Singapore",1.32231075,103.90278503723323
343 UBI AVE 1 SINGAPORE,"343, Ubi Avenue 1, Geylang, Singapore, Southeast, 400343, Singapore",1.3264955999999999,103.90047830801
120 PAYA LEBAR WAY SINGAPORE,"120, Paya Lebar Way, Geylang, Singapore, Southeast, 381120, Singapore",1.3225821500000001,103.88436014921785
846 SIMS AVE SINGAPORE,"846, Sims Avenue, Eunos, Geylang, Singapore, Southeast, 409075, Singapore",1.3174807,103.90154749445695
301 HOUGANG AVE 5 SINGAPORE,"Hougang Avenue 5, Hougang, Northeast, 530358, Singapore",1.3665444,103.8969803
23 HOUGANG AVE 3 SINGAPORE,"Cheers, 23, Hougang Avenue 3, Hougang, Singapore, Northeast, 530024, Singapore",1.3647098,103.8902848
123 HOUGANG AVE 1 SINGAPORE,"123, Hougang Avenue 1, Lorong Ah Soo, Hougang, Northeast, 530123, Singapore",1.35340035,103.88627080646336
116 HOUGANG AVE 1 SINGAPORE,"Hougang Avenue 1, Lorong Ah Soo, Hougang, Northeast, 530108, Singapore",1.3532287,103.8895246
111 HOUGANG AVE 1 SINGAPORE,"Hougang Avenue 1, Lorong Ah Soo, Hougang, Northeast, 530108, Singapore",1.3532287,103.8895246
311 HOUGANG AVE 5 SINGAPORE,"Hougang Avenue 5, Hougang, Northeast, 530358, Singapore",1.3665444,103.8969803
317 HOUGANG AVE 7 SINGAPORE,"317, Hougang Avenue 7, Hougang, Northeast, 534037, Singapore",1.3652679,103.89646425576294
307 HOUGANG AVE 5 SINGAPORE,"Hougang Avenue 5, Hougang, Northeast, 530358, Singapore",1.3665444,103.8969803
242 HOUGANG ST 22 SINGAPORE,"Hougang Street 22, Lorong Ah Soo, Hougang, Northeast, 530110, Singapore",1.3556992,103.8899771
404 HOUGANG AVE 10 SINGAPORE,"404, Hougang Avenue 10, Hougang, Northeast, 540424, Singapore",1.373926,103.89579304425595
232 HOUGANG AVE 1 SINGAPORE,"232, Hougang Avenue 1, Lorong Ah Soo, Hougang, Northeast, 530211, Singapore",1.3586213,103.88851881732721
321 HOUGANG AVE 5 SINGAPORE,"Hougang Avenue 5, Hougang, Northeast, 530358, Singapore",1.3665444,103.8969803
325 HOUGANG AVE 7 SINGAPORE,"325, Hougang Avenue 7, Hougang, Northeast, 530334, Singapore",1.3677399000000001,103.89891108956752
306 HOUGANG AVE 5 SINGAPORE,"306, Hougang Avenue 5, Hougang, Northeast, 530358, Singapore",1.3673075,103.89568145
103 HOUGANG AVE 1 SINGAPORE,"103, Hougang Avenue 1, Lorong Ah Soo, Hougang, Northeast, 530110, Singapore",1.3551210999999999,103.89026926249358
357 HOUGANG AVE 7 SINGAPORE,"357, Hougang Avenue 7, Hougang, Northeast, 530353, Singapore",1.37288845,103.8996200034686
14 TEBAN GDNS RD SINGAPORE,"Teban Gardens Road, Teban Gardens, Jurong East, Southwest, 600065, Singapore",1.3222418,103.7388457
410 PANDAN GDNS SINGAPORE,"410, Pandan Gardens, Teban Gardens, Jurong East, Singapore, Southwest, 600410, Singapore",1.3190026,103.7474560441309
318 JURONG EAST ST 31 SINGAPORE,"318, Jurong East Street 31, Yuhua, Jurong East, Singapore, Southwest, 600318, Singapore",1.3475077500000001,103.73059925156532
229 JURONG EAST ST 21 SINGAPORE,"229, Jurong East Street 21, Yuhua, Jurong East, Singapore, Southwest, 600229, Singapore",1.34181485,103.73802732225093
115 JURONG EAST ST 13 SINGAPORE,"115, Jurong East Street 13, Yuhua, Jurong East, Singapore, Southwest, 600115, Singapore",1.33980765,103.73555497186109
304 JURONG EAST ST 32 SINGAPORE,"Jurong East Street 32, Yuhua, Jurong East, Southwest, 609480, Singapore",1.3461361,103.7341499
248 JURONG EAST ST 24 SINGAPORE,"248, Jurong East Street 24, Yuhua, Jurong East, Singapore, Southwest, 600248, Singapore",1.3422055,103.74009817798208
241 JURONG EAST ST 24 SINGAPORE,"Jurong East Street 24, Yuhua, Jurong East, Southwest, 600244, Singapore",1.3421991,103.7414422
225A JURONG EAST ST 21 SINGAPORE,"225A, Jurong East Street 21, Yuhua, Jurong East, Singapore, Southwest, 601255, Singapore",1.34203035,103.73682432904411
317 JURONG EAST ST 31 SINGAPORE,"317, Jurong East Street 31, Yuhua, Jurong East, Singapore, Southwest, 600317, Singapore",1.3468069,103.7312296637513
207 JURONG EAST ST 21 SINGAPORE,"207, Jurong East Street 21, Jurong East View, Jurong East, Singapore, Southwest, 600207, Singapore",1.33804465,103.74226093601044
31 TEBAN GDNS RD SINGAPORE,"31, Teban Gardens Road, Teban Gardens, Singapore, Southwest, 600031, Singapore",1.32026825,103.73910864290288
212 JURONG EAST ST 21 SINGAPORE,"212, Jurong East Street 21, Yuhua, Jurong East, Singapore, Southwest, 600212, Singapore",1.33907745,103.74041497897491
312 JURONG EAST ST 32 SINGAPORE,"312, Jurong East Street 32, Yuhua, Singapore, Southwest, 600312, Singapore",1.34721415,103.73188833651486
413 PANDAN GDNS SINGAPORE,"413, Pandan Gardens, Teban Gardens, Jurong East, Singapore, Southwest, 600413, Singapore",1.31949,103.74796233502903
46 TEBAN GDNS RD SINGAPORE,"46, Teban Gardens Road, Teban Gardens, Singapore, Southwest, 600046, Singapore",1.3201938,103.74056409994546
113 TAO CHING RD SINGAPORE,"113, Tao Ching Road, Jurong West, Singapore, Southwest, 610113, Singapore",1.3331840000000001,103.72430627520421
142 HU CHING RD SINGAPORE,"Hu Ching Road, Jurong West, Southwest, 619651, Singapore",1.3290079,103.7246509
171 BOON LAY DR SINGAPORE,"171, Boon Lay Drive, Boon Lay, Jurong West, Singapore, Southwest, 640258, Singapore",1.34668275,103.70778536532258
207 BOON LAY PL SINGAPORE,"207, Boon Lay Place, Jurong West, Singapore, Southwest, 640207, Singapore",1.3465840500000001,103.71359194237051
425 JURONG WEST AVE 1 SINGAPORE,"425, Jurong West Avenue 1, Hong Kah, Jurong West, Singapore, Southwest, 640425, Singapore",1.3510366999999999,103.72419434831552
462 JURONG WEST ST 41 SINGAPORE,"Jurong West Street 41, Hong Kah, Jurong West, Southwest, 640481, Singapore",1.3465703,103.725619
475 JURONG WEST ST 41 SINGAPORE,"475, Jurong West Street 41, Jurong West, Singapore, Southwest, 640475, Singapore",1.3481060500000002,103.72512872618715
474 JURONG WEST ST 41 SINGAPORE,"474, Jurong West Street 41, Hong Kah, Jurong West, Singapore, Southwest, 640474, Singapore",1.3481116000000002,103.72421776180556
528 JURONG WEST ST 52 SINGAPORE,"528, Jurong West Street 52, Hong Kah, Jurong West, Singapore, Southwest, 640528, Singapore",1.348451,103.71738446630373
480 JURONG WEST ST 41 SINGAPORE,"480, Jurong West Street 41, Hong Kah, Jurong West, Singapore, Southwest, 640480, Singapore",1.3469434,103.72370216588062
514 JURONG WEST ST 52 SINGAPORE,"514, Jurong West Street 52, Hong Kah, Jurong West, Singapore, Southwest, 640514, Singapore",1.347003,103.72049093414475
437 JURONG WEST AVE 1 SINGAPORE,"437, Jurong West Avenue 1, Hong Kah, Jurong West, Singapore, Southwest, 649517, Singapore",1.35170125,103.72408895443874
451 JURONG WEST ST 42 SINGAPORE,"451, Jurong West Street 42, Hong Kah, Jurong West, Singapore, Southwest, 640451, Singapore",1.3519700499999998,103.71881421726363
449 JURONG WEST ST 42 SINGAPORE,"449, Jurong West Street 42, Hong Kah, Jurong West, Singapore, Southwest, 640449, Singapore",1.35225275,103.71814527901662
403 JURONG WEST ST 42 SINGAPORE,"403, Jurong West Street 42, Hong Kah, Jurong West, Singapore, Southwest, 640403, Singapore",1.35384065,103.72148412719449
430 JURONG WEST AVE 1 SINGAPORE,"430, Jurong West Avenue 1, Hong Kah, Jurong West, Singapore, Southwest, 640430, Singapore",1.35183395,103.72573699944908
486 JURONG WEST AVE 1 SINGAPORE,"486, Jurong West Avenue 1, Jurong West, Singapore, Southwest, 640486, Singapore",1.3487501499999999,103.72635951960439
419 JURONG WEST ST 42 SINGAPORE,"419, Jurong West Street 42, Jurong West, Singapore, Southwest, 640419, Singapore",1.3509318000000001,103.72718359961135
420 JURONG WEST ST 42 SINGAPORE,"420, Jurong West Street 42, Jurong West, Singapore, Southwest, 640420, Singapore",1.35057025,103.72718780630612
426 JURONG WEST AVE 1 SINGAPORE,"426, Jurong West Avenue 1, Hong Kah, Jurong West, Singapore, Southwest, 640426, Singapore",1.3514780000000002,103.72503347870823
199 BOON LAY DR SINGAPORE,"199, Boon Lay Drive, Boon Lay Gardens, Boon Lay, Jurong West, Singapore, Southwest, 640199, Singapore",1.3437218,103.71453042582462
405 JURONG WEST ST 42 SINGAPORE,"405, Jurong West Street 42, Hong Kah, Jurong West, Singapore, Southwest, 640405, Singapore",1.35436065,103.72119733498408
470 JURONG WEST ST 41 SINGAPORE,"470, Jurong West Street 41, Hong Kah, Jurong West, Singapore, Southwest, 640470, Singapore",1.3480558,103.72123974445041
8 JLN BATU SINGAPORE,"Jalan Batu, Kallang, Southeast, 436593, Singapore",1.3012061,103.8829006
64 KALLANG BAHRU SINGAPORE,"64, Kallang Bahru, Kallang, Singapore, Central, 330064, Singapore",1.32054905,103.86866371567604
10 GLOUCESTER RD SINGAPORE,"10, Gloucester Road, Farrer Park Gardens, Kallang, Singapore, Central, 219458, Singapore",1.31388775,103.85225299999999
43 BENDEMEER RD SINGAPORE,"43, Bendemeer Road, Kallang, Singapore, Central, 330043, Singapore",1.3210596,103.8657971350143
35 JLN BAHAGIA SINGAPORE,"35, Jalan Bahagia, Novena, Singapore, Central, 322019, Singapore",1.32669505,103.85773656537472
22 BOON KENG RD SINGAPORE,"U Mart, 22, Boon Keng Road, Bendemeer Ville, Kallang, Singapore, Central, 330022, Singapore",1.3180595,103.8614978
49 WHAMPOA STH SINGAPORE,"49, Whampoa South, Kallang, Singapore, Central, 330049, Singapore",1.32436695,103.86644620534875
105 TOWNER RD SINGAPORE,"Kallang Neighbourhood Police Post, 105, Towner Road, Kallang, Singapore, Central, 321105, Singapore",1.3204859,103.8610742
41 CAMBRIDGE RD SINGAPORE,"Cambridge Road, Kallang, Singapore, Central, 219521, Singapore",1.3136621,103.8471285
101 AH HOOD RD SINGAPORE,"101, Ah Hood Road, Novena, Singapore, Central, 329876, Singapore",1.3273604,103.8445151
54 KENT RD SINGAPORE,"Block 54, 54, Kent Road, Kallang, Singapore, Central, 210054, Singapore",1.31703905,103.85259960029916
21 ST. GEORGE'S RD SINGAPORE,"Saint George's Road, Kallang, Singapore, Central, 320014, Singapore",1.3232946,103.8621626
22 ST. GEORGE'S RD SINGAPORE,"22, Saint George's Road, Saint George's East Gardens, Kallang, Singapore, Central, 321022, Singapore",1.325186,103.8624858771168
103 TOWNER RD SINGAPORE,"103, Towner Road, Kallang, Singapore, Central, 322103, Singapore",1.3206093,103.86163979286084
48 DORSET RD SINGAPORE,"48, Dorset Road, Farrer Park Gardens, Kallang, Singapore, Central, 219458, Singapore",1.31423055,103.85063084999999
105 JLN RAJAH SINGAPORE,"105, Jalan Rajah, Novena, Singapore, Central, 329162, Singapore",1.32837265,103.85402941639364
65 MARINE DR SINGAPORE,"65, Marine Drive, Marine Drive Gardens, Marine Parade, Singapore, Southeast, 440065, Singapore",1.3033773,103.90973668696643
57 MARINE TER SINGAPORE,"57, Marine Terrace, Marine Terrace Haven, Marine Parade, Singapore, Southeast, 440057, Singapore",1.3062798,103.91527373445749
8 MARINE TER SINGAPORE,"8, Marine Terrace, Marine Terrace Walk, Marine Parade, Singapore, Southeast, 440008, Singapore",1.3043906,103.91612003098889
45 MARINE CRES SINGAPORE,"45, Marine Crescent, Marine Crescent Gardens, Marine Parade, Singapore, Southeast, 440045, Singapore",1.3045562,103.91246776295546
60 MARINE DR SINGAPORE,"60, Marine Drive, Marine Drive Gardens, Marine Parade, Singapore, Southeast, 440060, Singapore",1.3033918500000001,103.9085174953997
63 MARINE DR SINGAPORE,"63, Marine Drive, Marine Drive Gardens, Marine Parade, Singapore, Southeast, 440063, Singapore",1.3023886,103.90923366979624
18 MARINE TER SINGAPORE,"18, Marine Terrace, Marine Terrace Breeze, Marine Parade, Singapore, Southeast, 440018, Singapore",1.3032192500000002,103.914297575
